Book	Smell_Word	Smell_Source	Quality	Full_Sentence
dtae4	rie|rie|rie|rie|rie|rie	Amph|Chama	ō|ū|ē	Eine Mittelsilbe ist betont : Ak ā zie , Akr ō stichon , Amph ī bien , Art ē rie , As ȳ ndeton ; Bas ī lie , Bet ō nie ; Chama ̈ ̄ leon , Cich ō rie ; Dek ū rie ; End ī vie , Ep ī theton ; Fam ī lie ; Hallel ū jah , Hex ā meter , Hist ō rie ; Jeh ō vah ; Kam ē llie , Kast ā nie , Kom ȫ die , Konch ȳ lie ; Lapp ā lie , Levi ā than ; Mat ē rie ; Opod ē ldock ; Pä ō nie , Parallelop ī pedon , Pent ā meter , Pist ā cie ; Rel ī quie ; Semik ō lon , Sup ē rior ; Trag ȫ die ; Un ī sono , Ut ō pien ; Zentif ō lie , Zent ū rie .
dtae4	Duft	Abends		Eine Reihe Lobgesanges , Dankgebets ein Faden , Zieht sich hin vom Duft des Abends zu des Morgens Scheine u .
dtae4	Duft		lieblichen	) Lüftchen , woher und wohin Trägst du so lieblichen Duft ? Sicher mit liebendem Sinn Schönes , Geliebtes dich ruft .
dtae4	Hauch		l ē tzten	) Gesundheit , die du bis z ŭ d ĕ m l ē tzten Hauch Mir treu zu sein verhießest ; o wandelst du u .
dtae4	Duft		lieblichen	das Gedicht von Wessenberg : Liebchen , woher und wohin Trägst du so lieblichen Duft , Sieh ' her , mit liebendem Sinn Schönes , Geliebtes dich ruft .
dtae4	Hauch	ländlicher Klänge		Beispiele : Rückert wählte nach Art der horazischen Epoden diese rhythmisch = wirkungsvolle Form zur Einleitung seines modernen Jdylls „ Wettgesang “ : Heute belauscht ' ich am Bach wetteifernde Hirtengesänge Ŭ nd schw ē l │ l ĕ nd h ō b │ s ĭ ch m ē i │ n ĕ Br ū st , │ Beim anschmeichelnden Hauch einfältiger ländlicher Klänge , Von Liebesleid und Sommerlust .
dtae4	Hauch		edler	So war Sigurd bei den Söhnen Giukis Wie über Halme sich hebt edler Hauch , Wie der Hirsch ragt über Hasen und Füchse Und glutrotes Gold scheint über graues Silber .
dtae4	Hauch		harscher	Heitre Hügel , heimlich hohles Haingeheg , Höhn ' euch herb kein harscher Hauch noch heißer ! Holder Hirsche Herde hütet hier der Hirt , Hoffnungshalm erhabner Herrscherhäuser .
dtae4	riechenden	Ratiborer		Raubritter , Räuber , Rinaldo , ruppige Rangen rauchen riechenden Ratiborer , Rawitscher .
dtae4	riechen	Raucher|Rauch		Riecher rümpfende Raucher riechen rauchend Rauch .
dtae4	riechende|riechen	Raucher|raren Rauch		Reiche riechende Raucher riechen raren Rauch .
dtae4	riechen|rieche	Rauch	recht rochrichen	Rochrige Raucher riechen recht rochrichen Rauch ─ Raucher ! rauche , rooche , rieche ─ Ruhe ! “ 4 .
dtae4	riechen|rieche	Rauch	recht rochrichen	Rochrige Raucher riechen recht rochrichen Rauch ─ Raucher ! rauche , rooche , rieche ─ Ruhe ! “ 4 .
dtae4	Geruch	Amber		Hier gilt nicht Jammern noch Gr ī ́ esgr ā m , Zwischen Geruch von Amber und Bisam , Denn der Tod ist unentfliehsam .
dtae4	Hauch		flüchtiger	Wie viele erbärmliche Reimereien würden ohne Reim nie gedruckt worden sein ; sie würden ohne Reim zu der alltäglichsten Prosa gerechnet werden müssen , die niemals auch nur ein flüchtiger Hauch der Poesie berührte ! Zum guten Gedicht gehört neben dem Reim der poesievolle Jnhalt , der auch bei unreinem Reime Poesie bleiben wird : Ein reiner Reim wird wohl begehrt , Doch den Gedanken rein zu haben , Die herrlichste von allen Gaben , Das ist mir alle Reime wert ! ( Goethe .
dtae4	Hauch		Kein|kein	Gebannt das heiße dunkle Meer ─ Kein Ton , kein Hauch , kein leises Wallen .
dtae3297	Geruch		reinen	Jn der Welt i ſ t Sie einer Lilie gleich / welche ob Sie gleich vom Stocke gebrochen / auch au ſ ſ er Jhrem Grabe im Geda ͤ chtnu ͤ ß der Frommen jmmer blu ͤ het / und einen reinen Geruch der Tugend von ſ ich gibet .
dtae3298	Geruch	Sein		Sein Fell hat , wie bey manchen Affen , einen specifiken Geruch , fast nach Ameisenhaufen .
dtae3298	Geruch		sehr widrigen	Das ganze Thier , und selbst sein abgezogenes Fell geben einen sehr widrigen Geruch von sich .
dtae3298	Geruch	Es	scharfen	Es hat einen ungemein scharfen Geruch , und ist beynahe ein animal omnivorum .
dtae3298	Geruch	Es	scharfen	Es hat einen ungemein scharfen Geruch , und ist beynahe ein animal omnivorum .
dtae3298	Geruch		äußerst feinen	Das Hauptorgan des Elephanten ist sein Rüssel , der ihm zum Athemhohlen , zum äußerst feinen Geruch , zum Wasserschöpfen , sein Futter damit zu fassen und ins Maul zu stecken , und zu vielerley andern Verrichtungen , statt der Hände dient .
dtae3298	Geruch		überaus scharfen	Hat einen überaus scharfen Geruch , raubt Fische , Krebse , junge Enten , selbst junge Hasen ꝛ c .
dtae3298	Geruch		specifike	ihr milchichter Hautschaum den sie im Nothfall von sich geben ; vielen auch wohl der specifike Geruch , den sie verbreiten ; so zumahl manche Schlangen , Kröten , Eidexen ꝛ c .
dtae3298	Geruch		heftigen	die Spannraupen durch ihre täuschende Gestalt ; andere dadurch daß sie einerley Farbe mit den Gewächsen haben , worauf sie leben , folglich weniger darauf abstechen , und nicht so leicht bemerkt werden können ; andere auch wohl durch den heftigen Geruch , den sie im Nothfall verbreiten können ; andere durch die Macht des gesellschaftlichen Lebens ; noch andere durch ihre bewundernswürdige Stärke ꝛ c .
dtae3298	Geruch		widrigen	Im Tauchen hat er eine Luftblase am Hintern ; gibt einen widrigen Geruch von sich .
dtae1024	- ruch		gesunden	Eine linde Westen - Lufft hauchte uns den gesunden Violen - ruch zu / welche in ihrer Niedrigkeit gleichwol nit schienen die demütigste zu seyn : weil sie ihre Würckung so kräfftig erhebten .
dtae1024	Geruch|Dufft		lieblichen	Welche nicht nur das Gesicht mit ihrem Smaragd - Glantz / das Gehör mit dem angenemen Laub - gesause / den Geruch mit lieblichen Dufft / den Geschmack mit gesunden Früchten / und die Fühlung mit kühlen Schatten weideten : sondern noch hundert andere Nutzbarkeiten zeugeten .
dtae1024	- Ruch			Man konte die Freude hierüber aus des Durchleuchtigsten Apollo heitern Blicken warnemen / welche sich auch mit der Opfer - zahl grösserte : indem Mercurius eine andere Bücher - Schicht auf der Tafel brachte / von welcher Er also redete : Der Vielgekörnte hat viel Körner seines Sinnen - Weihrauchs mit ewigem Gerücht - Ruch auf unseren Altar gebracht : indem Er ihn mit dem erlösten Jerusalem / rasenden Roland und vielen Kling - und Kunstgedichten bereichert .
dtae1024	Geruch	Blumen	lieblich	Du treugesinnter Knecht deß grossen Helicons / und wolgeborner Zweig deß hohen Himmels - Throns / O Hymenäus ! der du weist die Jungfer - Schaaren mit sondrer Listigkeit mit Jünglingen zu paaren / umkräntz dein kluges Haupt mit mancher Blumen Art / die lieblich vom Geruch und am Gewächse zart .
dtae1024	Geruch	Blumen	lieblich	Du treugesinnter Knecht deß grossen Helicons / und wolgeborner Zweig deß hohen Himmels - Throns / O Hymenäus ! der du weist die Jungfer - Schaaren mit sondrer Listigkeit mit Jünglingen zu paaren / umkräntz dein kluges Haupt mit mancher Blumen Art / die lieblich vom Geruch und am Gewächse zart .
dtae1024	Geruch|Geruch			Der Hund / so ( wie Cicero bezeuget ) einen vortrefflichen Geruch hat / wird für den Geruch genommen .
dtae1580	rießelte	es		Ueber seine ganze Gestalt rießelte es wie ein eisiger Schauer — seine Hände ließen die Bettpfoste los , auf die sie sich vorhin gestützt hatten — er sah auf sie , eben so starr , eben so fest , wie sie auf ihn — doch lag ein ungläubiges Forschen in diesem Blick und eine innige Zärtlichkeit , welche flehte : nimm das Wort zurück — ich verstehe Dich nicht .
dtae498	Duft		berauschender	Der Spiegel hatte ihr es oft genug gezeigt , was sie so gerne sah ; und hätte er es auch nicht gethan , die stumme und laute Bewunderung , die sie überall , wo sie sich zeigte , wie ein berauschender Duft umgab , hatte sie hinreichend darüber aufgeklärt .
dtae498	Duft	Rosen		Die Liebe ist ein verzogenes Kind , sie nährt sich von Duft und Rosen und sticht vor den Dornen , und waren sie noch so gut versteckt , davon .
dtae498	Hauch		kalten	Beschämt stammelte der junge Mann eine Entschuldigung , das Lügen war ihm noch fremd , und er fing an , sich , zu ernüchtern unter diesem kalten Hauch der Wirklichkeit .
dtae498	Hauch		kein	Erst als er von dem Fenster aus seine Tochter , selbst kurz darauf aus dem Wagen hüpfen sah , leicht und blühend , wie die jüngste der Grazien , die noch kein Hauch des Kummers berührt , athmete er erleichtert auf .
dtae498	dufteten	Blumen		Sie spielte immer langsamer , nun sanken ihre Hände herab , sie blickte aus zu ihm , er beugte sich — ein Kuß — ein langer Blick — dann noch ein Kuß — Die Sonne schien in das Zimmer herein , der Vogel sang in seinem vergoldeten Käfig , die Blumen dufteten .
dtae498	Hauch	Leidenschaft	glühende	Leonie , mein Leben , meine Seele , mein süßes , liebes Weib ! Sage , ist das nicht mehr werth , als all der Tand und Flitter , den man mit dem Namen Glück benennt ? Aber die Welt — deine Stellung — deine Ehre — stammelte sie , während der glühende Hauch seiner Leidenschaft sie unwiderstehlich gefangen nahm .
dtae498	Hauch	Leidenschaft	glühende	Leonie , mein Leben , meine Seele , mein süßes , liebes Weib ! Sage , ist das nicht mehr werth , als all der Tand und Flitter , den man mit dem Namen Glück benennt ? Aber die Welt — deine Stellung — deine Ehre — stammelte sie , während der glühende Hauch seiner Leidenschaft sie unwiderstehlich gefangen nahm .
dtae2561	gerucht		ſ	Als aber das volck au ſ zgetrieben war / gieng er hyneyn vnnd ergreyff ſ ie bey der hand / da ſ tund das meydlin auff / vnnd ditz gerucht er ſ chall ynn das ſ elbige gantze land .
dtae2561	gerucht		eyn	Vnd es war ynn yh ꝛ er ſ chulen eyn men ſ ch be ſ e ſ ſ en mit eynem vn ſ aubern gey ſ t / der ſ ch ꝛ ey vn ̃ ſ p ꝛ ach / Hallt / was haben wyr mit dyr zu ſ chaffen / Jhe ſ u von Nazareth ? du bi ſ t komen vns zu ve ꝛ derben / ich weys / das du der heylige gottis bi ſ t / vnd Jhe ſ us bedrawete yhn vnd ſ p ꝛ ach / ver ſ tumme / vnnd fare aus von yhm / vnnd der vn ſ awber gey ſ t reys yhn / vnd ſ ch ꝛ ey laut / vnd fur aus von yhm / vnd ſ ie ertzitterten alle / al ſ o / das ſ ie vnternander ſ ich befragten / vnd ſ p ꝛ achen / was i ſ t das ? was i ſ t das fur eyn newe lere ? Er gepeutt mitt gewallt den vn ſ awberen gey ſ ten / vnnd ſ ie geho ꝛ chen yhm / vnnd ſ eyn gerucht er ſ chall bald vmbher ynn die grentze Galilee .
dtae2561	rieben	ſ ell		UNnd ſ ie kamen ien ſ it des meers / ynn die gegend der Gadarener / vnnd als er aus dem ſ chiff tratt / lieffe yhm als bald entgegen aus den grebern / eyn men ſ ch be ſ e ſ ſ en von eynem vn ſ awbern gey ſ t / der ſ eyne wonunge yn ̃ den grebern hatte / vn ̃ niemant kund yhn binden / auch nit mitt ketten / den ̃ er war offt mitt fe ſ ſ elln vnnd ketten gepunden gewe ſ en / vnd hatte die ketten zu ry ſ ſ en vn ̃ die fe ſ ſ ell zu rieben / vnd niemant kund yhn zemen / vnd er war alletzeyt / beyde tag vnnd nacht auff den bergen vnnd ynn den grebern / ſ ch ꝛ eyend vnd ſ chlug ſ ich mitt ſ teynen / da er aber Jhe ſ um ſ ahe von ferns / lieff er zu vnd fiel fur yhn nyder / ſ ch ꝛ ey lautt / vnd ſ p ꝛ ach / was habe ich mit dyr zu thun ? O Jhe ſ u du ſ on des aller hoch ſ ten / ich be ſ chwere dich bey gott / das du mich nit quelli ſ t / Er ſ p ꝛ ach aber zu yhm / fare aus du vn ſ awber gey ſ t von dem men ſ chen / vn ̃ er fragt yhn wie hey ſ ſ i ſ tu ? vn ̃ er antwo ꝛ t vn ̃ ſ p ꝛ ach / legion hey ſ ſ z ich / denn vn ſ er i ſ t viel / vnnd er batt yhn ſ eer / das er ſ ie nit aus der ſ elben gegend triebe .
dtae2561	geruch	ſ alben		SEchs tage fur den o ſ tern / kam Jhe ſ us gen Bethanian / da Lazaros war der ver ſ to ꝛ bene / wilchen Jhe ſ us aufferwecket hatte von den todten / da ſ elbs machten ſ ie yhm eyn abe ̃ t mal / vnnd Martha dienete / Lazarus aber war eyner / die mit yhm zu ti ſ ſ ch ſ a ſ ſ en / Da nam Maria eyn pfund ſ alben / vo ̃ vngefel ſ ſ chter ko ſ tlicher Narden / vnd ſ albet ſ eyne fu ſ ſ e / vnnd trocket mit yhren hare ̃ ſ eyne fu ſ ſ e / Das haus aber ward voll vom geruch der ſ alben / Da ſ p ꝛ ach ſ eyner iunger eyner / Judas Simonis ſ on J ſ chariothes / der yhn hernach verrieth / Warumb i ſ t di ſ e ſ albe nit verkaufft vmb d ꝛ eyhundert pfennige / vn ̃ den armen geben ? Das ſ aget er aber / nicht das er nach den armen fraget / ſ ondern er war eyn dieb / vn ̃ hatte den beuttell / vn ̃ trug was geben wart / Da ſ p ꝛ ach Jhe ſ us / las ſ ie mit friden / ſ olchs hatt ſ ie behallten zum tage meyner begrebnis / den ̃ / armen habt yhr alletzeyt bey euch / mich aber habt yhr nicht alletzeyt .
dtae2561	ried	Juden		Da hatte Simon Petrus eyn ſ chwerd / vnd zochs aus / vnd ſ chlug nach des hohen p ꝛ ie ſ ters knecht / vnd hyeb yhm ſ eyn recht o ꝛ e ab / vnnd der knecht hies Malchos / da ſ p ꝛ ach Jhe ſ us zu Petro / ſ teck deyn ſ chwerd ynn die ſ cheyde / ſ oll ich den kilch nicht trincken / den myr meyn vater geben hatt ? Die rotte aber vnd der vbirhewptman vn ̃ die diener der Juden namen Jhe ſ um an vn ̃ bunden yhn / vn ̃ fureten yhn auffs er ſ t zu Hannas / der war Caiphas ſ chweher / wilcher des iars hoher p ꝛ ie ſ ter war / Es war aber Caiphas / der den Juden ried / Es were gutt das eyn men ſ ch wurde vmb ꝛ acht / fur das volck .
dtae2561	geruchts		guttis	Als er aber ſ ich ynn yhm ſ elb bekummert / was das ge ſ icht were / das er ge ſ ehen hatte / ſ ihe / da fragten die menner von Co ꝛ nelio ge ſ and nach dem hau ſ ze Simonis / vnnd ſ tunden an der thur / rieffen vn ̃ fo ꝛ ſ cheten / ob Simon mit dem zunamen Petrus alda zur herberge were / ynn dem aber Petrus ſ ich be ſ ynnet vber dem ge ſ icht / ſ p ꝛ ach der gey ſ t zu yhm / ſ ihe / die menner ſ uchen dich / aber ſ tand auff / ſ teyg hynab vnd zeuch mit yhn / vnnd zweyffel nichts / denn ich hab ſ ie ge ſ and / Da ſ teyg Petrus hynab zu den mennern / die von Co ꝛ nelio zu yhm ge ſ and waren / vn ̃ ſ p ꝛ ach / Sehet / ich byns / den yhr ſ ucht / was i ſ t die ſ ach / darumb yh ꝛ hie ſ eytt ? Sie aber ſ p ꝛ achen / Co ꝛ nelius der hewbtman eyn frumer vnnd gottfurchtiger man vnnd guttis geruchts bey dem gantzen volck der Juden / hat eyn gottlich befelh empfangen vom heyligen Engel / das er dich ſ olt foddern la ſ ſ en yn ̃ ſ ein haus / vnnd wo ꝛ tt von dyr ho ꝛ en / Da rieff er yhn hyneyn vnd beherberget ſ ie .
dtae2561	gerucht		gut	ER kam aber gen Derben vnd Ly ſ tran / vnnd ſ ihe / eyn iunger war da ſ ſ elbs / mit namen Timotheus / eyns Judi ſ chen weybes ſ on / die war glewbig / aber eynes Kriech ſ chen vatters / der hatte gut gerucht bey den b ꝛ udern vnter den Ly ſ traner vnd zu Jconion / di ſ en wollt Paulus la ſ ſ en mit ſ ich ziehen / vnd nam vn ̃ be ſ chneyt yhn / vmb der Jude ̃ willen die an dem ſ elben o ꝛ tt waren / den ̃ ſ ie wu ſ ten alle / das ſ ein vater war eyn Krieche gewe ſ en / Als ſ ie aber durch die ſ tedt zogen / vberantwo ꝛ ten ſ ie yhn zuhallte ̃ den ſ atz / wilcher von den Apo ſ tel vn ̃ Ellti ſ ten zu Jeru ſ alem be ſ chlo ſ ſ en ware / Da wurden die gemeynen ym glawben befe ſ tiget / vn ̃ namen zu an der zall teglich .
dtae2561	gerucht		gutt	Es war aber eyn andechtiger man / Ananias / nach dem ge ſ etz / der eyn gutt gerucht hat bey allen Juden / die da ſ elbs woneten / der kam zu myr / vnd tratt bey mich / vnnd ſ p ꝛ ach zu myr / Saul lieber b ꝛ uder / ſ ihe auff / vnd ich ſ ahe yhn an zu der ſ elbigen ſ tund / Er aber ſ p ꝛ ach / Got vn ſ er veter / hat dich vero ꝛ dnet / das du ſ eynen willen erkenne ̃ ſ olti ſ t / vnd ſ ehen das rechte / vn ̃ ho ꝛ en die ſ tymm aus ſ eynem mund / denn du wir ſ t ſ eyn zeuge zu allen men ſ chen ſ eyn / der ding / die du ge ſ ehen vnd geho ꝛ et ha ſ t / vnd nu was verzeuch ſ tu ? ſ tand auff vnnd las dich teuffen vnnd abwa ſ ſ chen deyne ſ und / vnnd ruffe an den namen des herrn .
dtae2561	geruch|geruch|geruch|geruch	ſ eyner|des tods|lebens	gutter	Aber Gott ſ ey gedanckt / der vns alltzeyt das felt behalten hilfft yn ̃ Ch ꝛ i ſ to / vn ̃ offinbart den geruch ſ eyner erke ̃ tnis / durch vns / an alle ̃ o ꝛ tten / Den ̃ wyr ſ ind Gotte eyn gutter geruch Ch ꝛ i ſ ti / beyde vnter denen / die ſ elig werden / vn ̃ vnter denen / die verlo ꝛ en werden / Die ſ en / eyn geruch des tods zum todt / yhenen aber eyn geruch des lebens zum leben .
dtae2561	geruch|geruch|geruch|geruch	ſ eyner|des tods|lebens	gutter	Aber Gott ſ ey gedanckt / der vns alltzeyt das felt behalten hilfft yn ̃ Ch ꝛ i ſ to / vn ̃ offinbart den geruch ſ eyner erke ̃ tnis / durch vns / an alle ̃ o ꝛ tten / Den ̃ wyr ſ ind Gotte eyn gutter geruch Ch ꝛ i ſ ti / beyde vnter denen / die ſ elig werden / vn ̃ vnter denen / die verlo ꝛ en werden / Die ſ en / eyn geruch des tods zum todt / yhenen aber eyn geruch des lebens zum leben .
dtae2561	gerucht|gerucht		ſ z|gutt	Mit gro ſ ſ er gedult / mit trub ſ aln / mit notten / mit eng ſ ten / mit ſ chlegen / mit gefengni ſ ſ en / mit auffruh ꝛ en / mit erbeyt / mit wachen / mit fa ſ ten / mit keu ſ cheyt / mit erkentnis / mit langmut / mit freuntlickeyt / mit dem heyligen gey ſ t / mit vngeferbeter liebe / mit dem wo ꝛ t der warheyt / mit der krafft Gottis / durch waffen der gerechtickeyt zur rechten vnd zur lincken / durch p ꝛ ey ſ z vnd ſ chmach / durch bo ſ z gerucht vnd gutt gerucht / als die verfurer / vn ̃ doch warhafftig / als die vnbekanten / vn ̃ doch bekand / als die ſ terbenden / vnnd ſ ihe / wyr leben / als die getzuchtigeten / vnd doch nicht ertodtet / als die traurige ̃ / aber alltzeyt frolich / als die armen / aber die doch viel reychmachen / als die nichts haben vnd doch alles ynnhaben .
dtae2561	geruch		ſ	SO ſ eyt nu Gottis nachfolger als die lieben kinder / vn ̃ wandelt ynn der liebe / gleych wie Ch ꝛ i ſ tus vns hat geliebt / vnd ſ ich ſ elbs dargeben fur vns zu eynem opffer vnd gabe / Gott zu eynem ſ u ſ ſ en geruch .
dtae2561	ruchtbar	band		Jch la ſ z euch aber wi ſ ſ en / lieben b ꝛ uder / das / wie es vmb mich ſ tehet / das i ſ t nurmehr zur fodderung des Euangeli geratten / Al ſ zo / das meyne band ruchtbar wo ꝛ den ſ ind ynn dem gantzen richthau ſ z vnd bey yderman / vnd viel b ꝛ uder / aus meynen banden zuuer ſ icht an den herrn gewonnen / de ſ te thur ſ tiger wo ꝛ de ̃ ſ ind / das wo ꝛ t zureden on ſ chew .
dtae2561	ruch	ſ		Nicht / das ich das ge ſ chenck ſ uche / ſ ondern ich ſ uche die frucht / das ſ ie vbirflu ſ ſ ig ſ ey ynn ewer rechnung / Denn ich habe alles vn ̃ hab vbirflu ſ ſ ig / ich byn erfullet / da ich empfieng durch Epaph ꝛ oditon / das vo ̃ euch kam / eyn ruch der ſ u ſ ſ ickeyt / ein opffer / Gotte angenehm vnd gefellig .
dtae2561	gerochen	das blutt|eyner		DArnach ho ꝛ et ich eyne ſ tym gro ſ ſ er ſ charen ym hymel / die ſ p ꝛ achen / Halleluia / Heyll vnd p ꝛ eys vnd eehr vnnd krafft ſ ey Gott vn ſ erm hern / denn warhafftig vnnd gerecht ſ ind ſ eyne gerichte / das er die gro ſ ſ e hure vervrteyllt hat / wilche die erden mit yh ꝛ er hurerey verderbet / vnd hat das blutt ſ eyner knecht von yh ꝛ er hand gerochen / vn ̃ ſ ie ſ p ꝛ achen zum andern mal / Halleluia / vnnd der rauch gehet auff von ewigkeyt zu ewigkeyt / vnnd die vier vnd zwentzig Ellti ſ ten vnd die vier thier fielen nydder vnd betten an Gott / der auff dem ſ tuel ſ a ſ ſ z vn ̃ ſ p ꝛ achen / Amen / Halleluia / vnd eyn ſ tym gieng von dem ſ tuel / lobt vn ſ ern Gott alle ſ eyne knechte vnd die yhn furchten / beyde kleyn vnd gros .
dtae2319	riecht	Pulver|Blei		Also rannt man sich in ' s Ohr , — da laut reden nach Pulver und Blei riecht , es sei eine kaiserliche Kundmachung angekommen , welche die öffentlichen Hinrichtungen vor der Hand suspendire .
dtae223	Geruche	Athem	eigenthümlichen	Sein Athem ist , während er spricht , heiß und von einem eigenthümlichen Geruche .
dtae223	Geruche	Athem	eigenthümlichen	Sein Athem ist , während er spricht , heiß und von einem eigenthümlichen Geruche .
dtae223	riechender	Athem	pestilenzialisch	Seine Hände zittern ; seine dicken , hängenden Lippen stammeln schlecht articulirte Worte , deren rauher Ton nichts Menschliches mehr hat ; sein pestilenzialisch riechender Athem , sein geschwollener Bauch , seine schwere Respiration , seine schlaffe , erdfarbige Haut , seine kraftlosen Glieder , mit einem Worte Alles bezeichnet einen Menschen , der bis zu der niedrigsten Stufe der Entwürdigung herabgesunken ist .
dtae223	riechender	Athem	pestilenzialisch	Seine Hände zittern ; seine dicken , hängenden Lippen stammeln schlecht articulirte Worte , deren rauher Ton nichts Menschliches mehr hat ; sein pestilenzialisch riechender Athem , sein geschwollener Bauch , seine schwere Respiration , seine schlaffe , erdfarbige Haut , seine kraftlosen Glieder , mit einem Worte Alles bezeichnet einen Menschen , der bis zu der niedrigsten Stufe der Entwürdigung herabgesunken ist .
dtae2573	Geruch|Geruche		unangenehmen	Er wird zu den stärksten einheimischen Giftpflanzen gezählt , und hat einen unangenehmen Geruch , der dem Geruche von den sogenannten spanischen Fliegen und vom Katzenurin gleicht .
dtae2573	Geruch	Brasilientabak	feinen angenehmen	Der Brasilientabak muß , wenn er gut seyn soll , einen feinen angenehmen Geruch und eine gelbliche braune Farbe haben ; er wird in Legittimo und Curassao unterschieden .
dtae2573	Geruch	Brasilientabak	feinen angenehmen	Der Brasilientabak muß , wenn er gut seyn soll , einen feinen angenehmen Geruch und eine gelbliche braune Farbe haben ; er wird in Legittimo und Curassao unterschieden .
dtae2573	Geruch	türkischen Tabak	angenehmen	braun , schwarz und sehr fett , der beste wird in Neusatz gefertigt ; den slawonischen , dieser gleicht dem türkischen und wird am häusigsten in der poscheganer Gespannschaft gewonnen ; den Samen zu beiden Sorten hat man aus Albanien geholt ; man führt jährlich für 2 Millionen Gulden dieses Tabaks aus ; den podolischen Tabak , er ist nicht so braun und fett , und überhaupt schlechter ; den ukrainischen Blättertabak , der fast dem ungarischen gleichkommt ; es gibt von ihm zwei Sorten , den Titun , oder Rauchtabak , und den Bakun , der zu Schnupftabak benutzt wird ; überdieß hat man noch den virginischen und amersforter aus virginischem und holländischen Samen , und den sarotofschen ; den türkischen Tabak , der kleine , grünliche , braungelbe oder lichtgelbe Blätter und einen angenehmen Geruch hat , aber leicht berauscht , der beste ist der von Tjenidsche ; den französischen , welcher in Flandern und Elsaß theils zu Carotten verarbeitet , theils gemahlen und zu Rapé gestoßen wird ; den deutschen , der von vorzüglicher Güte zu Nürnberg , Hanau , Speier , der Pfalz , Pommern , Meklenburg und außerdem noch im Meiningischen , in Sachsen , in der Niederlausitz , in Schlesien u .
dtae2573	Geruch	türkischen Tabak	angenehmen	braun , schwarz und sehr fett , der beste wird in Neusatz gefertigt ; den slawonischen , dieser gleicht dem türkischen und wird am häusigsten in der poscheganer Gespannschaft gewonnen ; den Samen zu beiden Sorten hat man aus Albanien geholt ; man führt jährlich für 2 Millionen Gulden dieses Tabaks aus ; den podolischen Tabak , er ist nicht so braun und fett , und überhaupt schlechter ; den ukrainischen Blättertabak , der fast dem ungarischen gleichkommt ; es gibt von ihm zwei Sorten , den Titun , oder Rauchtabak , und den Bakun , der zu Schnupftabak benutzt wird ; überdieß hat man noch den virginischen und amersforter aus virginischem und holländischen Samen , und den sarotofschen ; den türkischen Tabak , der kleine , grünliche , braungelbe oder lichtgelbe Blätter und einen angenehmen Geruch hat , aber leicht berauscht , der beste ist der von Tjenidsche ; den französischen , welcher in Flandern und Elsaß theils zu Carotten verarbeitet , theils gemahlen und zu Rapé gestoßen wird ; den deutschen , der von vorzüglicher Güte zu Nürnberg , Hanau , Speier , der Pfalz , Pommern , Meklenburg und außerdem noch im Meiningischen , in Sachsen , in der Niederlausitz , in Schlesien u .
dtae2573	Geruche		üblen	Die Art der Zubereitung ist den Europäern lange unbekannt gewesen , obschon man aus dem üblen Geruche eines längere Zeit gestandenen Aufgusses auf Tusche und aus der Anlockung der Fliegen wohl geschlossen , daß ein thierischer Leim den schwarzen Farbestoff verbinde .
dtae2573	Geruch	des Letztern|Sachen		Um den Geruch des Letztern zu unterdrücken , setzt man wahrscheinlich etwas Moschus und andere wohlriechende Sachen hinzu .
dtae3863	Duft|Geruch|Geruch		flüchtiger|eigenen|wahrhaft thierischen	a ) So lange das Blut noch warm ist , steigt ein flüchtiger Duft in die Höhe , der sich unter einer Glasglocke in thauförmigen Tropfen ansammlet , wie klares Brunenwasser aussteht , aber einen brenzlichten , eigenen , wahrhaft thierischen Geruch hat ( bey fleischfressenden Thieren noch auffallender ) und demjenigen Geruch ähnlich ist , der aus dem frischgelassenen , noch warmen Urin , und bey Leichenöffnungen , die sogleich nach dem Tode angestellt werden , aus dem Bauche und der Brusthöhle aufsteigt .
dtae3863	Duft		wäßrigen	Und zwar nehmen sie vorzüglich jenen wäßrigen Duft auf , wovon fast alle Theile des Körpers befeuchtet und schlüpfrig gemacht werden , und denn dieses Zellgewebe gleichsam wie ein Schwamm einsaugt .
dtae3863	Duft		wäßrigen	Ferner ist das Fett an unzähligen Stellen des Körpers mehr oder weniger ausgegossen , und zwar , wie es scheint , in eben denjenigen Zellen , welche gewöhnlich jenen wäßrigen Duft , von dem oben die Rede war , einsammeln ; obgleich Hunter a .
dtae3863	riechbare	Theilchen		die feinsten Pflanzensaamen , riechbare Theilchen , Staub , und tausend andere Dinge zu geschweigen , die in der Atmosphäre immer schweben ) , mit wässerigten Dünsten geschwängert ; enthält elektrische und magnetische Materie ; und endlich ist die Luft selbst aus verschiedenen Luftarten zusammengesetzt , nämlich aus der dephlogistisirten , phlogistischen und fixen Luft .
dtae3863	Geruch	Caraiben	ganz eigenen|specifischen	Es giebt hierinn sogar Nationalverschiedenheiten , wie wir aus den Nachrichten glaubwürdiger Reisebeschreiber zuverläßig wissen ; so hat die Ausdünstung der Caraiben , b ) der Grönländer , c ) der Mohren , d ) und anderer wilder Völker , einen ganz eigenen , und specifischen Geruch .
